regime,strategy_id,sample_status,annualised_return,maximum_drawdown,ulcer_index,rank_by_return,rank_by_drawdown,rank_by_balanced_score,interpretation,summary_level,risk_score_substate
RISK_SCORE_0,M2_TOP7_CASH0_50_CASH50,REGIME_SAMPLE_SUFFICIENT,0.06798143695878744,-0.05675430058861808,,12.0,5.0,6.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_0,M2_TOP7_CASH0_75_CASH25,REGIME_SAMPLE_SUFFICIENT,0.09076330681400879,-0.08574563775778177,,5.0,8.0,1.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_0,EQUAL_WEIGHT_OPPORTUNITY_POOL,REGIME_SAMPLE_SUFFICIENT,0.07896754331102973,-0.11480701133024906,,9.0,16.0,16.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_0,ACTUAL_GBP_CASH,REGIME_SAMPLE_SUFFICIENT,0.02185182246049666,0.0,,16.0,1.0,6.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_1,GLOBAL_0_M2_100,REGIME_SAMPLE_SUFFICIENT,0.05433420739334194,-0.0754049479594665,,5.0,14.0,14.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,1
RISK_SCORE_1,GLOBAL_100,REGIME_SAMPLE_SUFFICIENT,0.054740382851671265,-0.04184566428003178,,3.0,9.0,1.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,1
RISK_SCORE_1,GLOBAL_25_CASH75,REGIME_SAMPLE_SUFFICIENT,0.03030241164429026,-0.009277470521181552,,14.0,2.0,5.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,1
RISK_SCORE_1,GLOBAL_50_CASH50,REGIME_SAMPLE_SUFFICIENT,0.03912408887510366,-0.02014741570553147,,13.0,4.0,7.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,1
RISK_SCORE_1,GLOBAL_50_M2_25_CASH25,REGIME_SAMPLE_SUFFICIENT,0.046857984943060815,-0.03585723282944664,,11.0,7.0,11.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,1
RISK_SCORE_1,GLOBAL_50_M2_50,REGIME_SAMPLE_SUFFICIENT,0.0550812662933744,-0.05147431622542442,,2.0,12.0,2.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,1
